restaurant_id,day_of_week,hour_of_day,is_weekend,holiday,restaurant_rating,price_range,order_count,data_source,lag_1h,rolling_3h_avg
1,0,0,0,0,3.8,2,1,real,1.0,1.0
1,0,0,0,0,3.8,1,12,synthetic,1.0,6.5
1,0,1,0,0,3.8,2,1,real,12.0,4.666666666666667
1,0,1,0,0,3.8,1,8,synthetic,1.0,7.0
1,0,2,0,0,3.8,2,1,real,8.0,3.3333333333333335
1,0,2,0,0,3.8,2,3,real,1.0,4.0
1,0,2,0,0,3.8,1,10,synthetic,3.0,4.666666666666667
1,0,3,0,0,3.8,2,2,real,10.0,5.0
1,0,3,0,0,3.8,1,7,synthetic,2.0,6.333333333333333
1,0,4,0,0,3.8,2,1,real,7.0,3.3333333333333335
1,0,4,0,0,3.8,1,8,synthetic,1.0,5.333333333333333
1,0,5,0,0,3.8,1,11,synthetic,8.0,6.666666666666667
1,0,6,0,0,3.8,2,1,real,11.0,6.666666666666667
1,0,6,0,1,3.8,1,73,synthetic,1.0,28.333333333333332
1,0,7,0,0,3.8,2,1,real,73.0,25.0
1,0,7,0,1,3.8,1,74,synthetic,1.0,49.333333333333336
1,0,8,0,0,3.8,2,2,real,74.0,25.666666666666668
1,0,8,0,1,3.8,1,8,synthetic,2.0,28.0
1,0,9,0,0,3.8,1,42,synthetic,8.0,17.333333333333332
1,0,10,0,0,3.8,2,1,real,42.0,17.0
1,0,10,0,0,3.8,1,31,synthetic,1.0,24.666666666666668
1,0,11,0,0,3.8,1,33,synthetic,31.0,21.666666666666668
1,0,12,0,0,3.8,1,79,synthetic,33.0,47.666666666666664
1,0,13,0,0,3.8,1,84,synthetic,79.0,65.33333333333333
1,0,14,0,0,3.8,1,31,synthetic,84.0,64.66666666666667
1,0,15,0,0,3.8,1,34,synthetic,31.0,49.666666666666664
1,0,16,0,0,3.8,1,33,synthetic,34.0,32.666666666666664
1,0,17,0,0,3.8,1,34,synthetic,33.0,33.666666666666664
1,0,18,0,0,3.8,1,46,synthetic,34.0,37.666666666666664
1,0,19,0,0,3.8,2,1,real,46.0,27.0
1,0,19,0,0,3.8,1,98,synthetic,1.0,48.333333333333336
1,0,20,0,0,3.8,2,2,real,98.0,33.666666666666664
1,0,20,0,0,3.8,1,65,synthetic,2.0,55.0
1,0,21,0,0,3.8,2,1,real,65.0,22.666666666666668
1,0,21,0,0,3.8,1,75,synthetic,1.0,47.0
1,0,22,0,0,3.8,2,1,real,75.0,25.666666666666668
1,0,22,0,0,3.8,2,2,real,1.0,26.0
1,0,22,0,1,3.8,1,54,synthetic,2.0,19.0
1,0,23,0,0,3.8,2,2,real,54.0,19.333333333333332
1,0,23,0,0,3.8,1,18,synthetic,2.0,24.666666666666668
1,1,0,0,0,3.8,1,3,synthetic,18.0,7.666666666666667
1,1,1,0,0,3.8,2,1,real,3.0,7.333333333333333
1,1,1,0,0,3.8,1,6,synthetic,1.0,3.3333333333333335
1,1,2,0,0,3.8,2,1,real,6.0,2.6666666666666665
1,1,2,0,0,3.8,1,13,synthetic,1.0,6.666666666666667
1,1,3,0,0,3.8,1,3,synthetic,13.0,5.666666666666667
1,1,4,0,0,3.8,2,1,real,3.0,5.666666666666667
1,1,4,0,0,3.8,1,12,synthetic,1.0,5.333333333333333
1,1,5,0,0,3.8,2,1,real,12.0,4.666666666666667
1,1,5,0,0,3.8,1,12,synthetic,1.0,8.333333333333334
1,1,6,0,0,3.8,2,1,real,12.0,4.666666666666667
1,1,6,0,0,3.8,1,36,synthetic,1.0,16.333333333333332
1,1,7,0,0,3.8,1,40,synthetic,36.0,25.666666666666668
1,1,8,0,0,3.8,1,12,synthetic,40.0,29.333333333333332
1,1,9,0,1,3.8,1,26,synthetic,12.0,26.0
1,1,10,0,0,3.8,2,1,real,26.0,13.0
1,1,10,0,0,3.8,1,42,synthetic,1.0,23.0
1,1,11,0,0,3.8,1,24,synthetic,42.0,22.333333333333332
1,1,12,0,0,3.8,1,82,synthetic,24.0,49.333333333333336
1,1,13,0,0,3.8,1,87,synthetic,82.0,64.33333333333333
1,1,14,0,0,3.8,1,24,synthetic,87.0,64.33333333333333
1,1,15,0,0,3.8,2,2,real,24.0,37.666666666666664
1,1,15,0,0,3.8,1,33,synthetic,2.0,19.666666666666668
1,1,16,0,0,3.8,2,1,real,33.0,12.0
1,1,16,0,0,3.8,1,46,synthetic,1.0,26.666666666666668
1,1,17,0,0,3.8,1,55,synthetic,46.0,34.0
1,1,18,0,0,3.8,2,1,real,55.0,34.0
1,1,18,0,0,3.8,1,38,synthetic,1.0,31.333333333333332
1,1,19,0,0,3.8,1,79,synthetic,38.0,39.333333333333336
1,1,20,0,0,3.8,2,1,real,79.0,39.333333333333336
1,1,20,0,1,3.8,1,98,synthetic,1.0,59.333333333333336
1,1,21,0,0,3.8,1,69,synthetic,98.0,56.0
1,1,22,0,0,3.8,2,1,real,69.0,56.0
1,1,22,0,0,3.8,1,33,synthetic,1.0,34.333333333333336
1,1,23,0,0,3.8,1,23,synthetic,33.0,19.0
1,2,0,0,0,3.8,1,19,synthetic,23.0,25.0
1,2,1,0,0,3.8,2,1,real,19.0,14.333333333333334
1,2,1,0,0,3.8,1,6,synthetic,1.0,8.666666666666666
1,2,2,0,0,3.8,1,13,synthetic,6.0,6.666666666666667
1,2,3,0,0,3.8,1,18,synthetic,13.0,12.333333333333334
1,2,4,0,0,3.8,2,1,real,18.0,10.666666666666666
1,2,4,0,0,3.8,2,1,real,1.0,6.666666666666667
1,2,4,0,0,3.8,1,16,synthetic,1.0,6.0
1,2,5,0,0,3.8,1,13,synthetic,16.0,10.0
1,2,6,0,0,3.8,1,27,synthetic,13.0,18.666666666666668
1,2,7,0,0,3.8,2,2,real,27.0,14.0
1,2,7,0,0,3.8,1,31,synthetic,2.0,20.0
1,2,8,0,0,3.8,1,46,synthetic,31.0,26.333333333333332
1,2,9,0,0,3.8,1,32,synthetic,46.0,36.333333333333336
1,2,10,0,0,3.8,2,1,real,32.0,26.333333333333332
1,2,10,0,0,3.8,1,43,synthetic,1.0,25.333333333333332
1,2,11,0,0,3.8,2,1,real,43.0,15.0
1,2,11,0,0,3.8,1,31,synthetic,1.0,25.0
1,2,12,0,0,3.8,2,1,real,31.0,11.0
1,2,12,0,0,3.8,2,2,real,1.0,11.333333333333334
1,2,12,0,0,3.8,1,69,synthetic,2.0,24.0
1,2,13,0,0,3.8,2,1,real,69.0,24.0
1,2,13,0,0,3.8,1,73,synthetic,1.0,47.666666666666664
1,2,14,0,0,3.8,1,21,synthetic,73.0,31.666666666666668
1,2,15,0,0,3.8,1,45,synthetic,21.0,46.333333333333336
1,2,16,0,0,3.8,1,38,synthetic,45.0,34.666666666666664
1,2,17,0,1,3.8,1,24,synthetic,38.0,35.666666666666664
1,2,18,0,0,3.8,1,24,synthetic,24.0,28.666666666666668
1,2,19,0,0,3.8,2,1,real,24.0,16.333333333333332
1,2,19,0,0,3.8,1,70,synthetic,1.0,31.666666666666668
1,2,20,0,0,3.8,2,1,real,70.0,24.0
1,2,20,0,0,3.8,1,74,synthetic,1.0,48.333333333333336
1,2,21,0,0,3.8,1,78,synthetic,74.0,51.0
1,2,22,0,0,3.8,2,1,real,78.0,51.0
1,2,22,0,0,3.8,2,1,real,1.0,26.666666666666668
1,2,22,0,0,3.8,1,39,synthetic,1.0,13.666666666666666
1,2,23,0,0,3.8,1,58,synthetic,39.0,32.666666666666664
1,3,0,0,0,3.8,2,1,real,58.0,32.666666666666664
1,3,0,0,0,3.8,1,7,synthetic,1.0,22.0
1,3,1,0,0,3.8,2,1,real,7.0,3.0
1,3,1,0,0,3.8,1,11,synthetic,1.0,6.333333333333333
1,3,2,0,0,3.8,2,1,real,11.0,4.333333333333333
1,3,2,0,0,3.8,1,10,synthetic,1.0,7.333333333333333
1,3,3,0,0,3.8,1,15,synthetic,10.0,8.666666666666666
1,3,4,0,0,3.8,1,12,synthetic,15.0,12.333333333333334
1,3,5,0,0,3.8,1,12,synthetic,12.0,13.0
1,3,6,0,0,3.8,2,1,real,12.0,8.333333333333334
1,3,6,0,0,3.8,2,1,real,1.0,4.666666666666667
1,3,6,0,0,3.8,1,44,synthetic,1.0,15.333333333333334
1,3,7,0,0,3.8,1,40,synthetic,44.0,28.333333333333332
1,3,8,0,0,3.8,2,1,real,40.0,28.333333333333332
1,3,8,0,0,3.8,1,45,synthetic,1.0,28.666666666666668
1,3,9,0,0,3.8,2,1,real,45.0,15.666666666666666
1,3,9,0,0,3.8,1,42,synthetic,1.0,29.333333333333332
1,3,10,0,0,3.8,1,33,synthetic,42.0,25.333333333333332
1,3,11,0,0,3.8,1,42,synthetic,33.0,39.0
1,3,12,0,0,3.8,1,94,synthetic,42.0,56.333333333333336
1,3,13,0,0,3.8,2,1,real,94.0,45.666666666666664
1,3,13,0,0,3.8,1,90,synthetic,1.0,61.666666666666664
1,3,14,0,0,3.8,1,22,synthetic,90.0,37.666666666666664
1,3,15,0,0,3.8,2,1,real,22.0,37.666666666666664
1,3,15,0,0,3.8,1,43,synthetic,1.0,22.0
1,3,16,0,0,3.8,1,14,synthetic,43.0,19.333333333333332
1,3,17,0,0,3.8,1,36,synthetic,14.0,31.0
1,3,18,0,0,3.8,2,1,real,36.0,17.0
1,3,18,0,0,3.8,1,47,synthetic,1.0,28.0
1,3,19,0,0,3.8,1,81,synthetic,47.0,43.0
1,3,20,0,0,3.8,1,89,synthetic,81.0,72.33333333333333
1,3,21,0,0,3.8,2,1,real,89.0,57.0
1,3,21,0,0,3.8,1,85,synthetic,1.0,58.333333333333336
1,3,22,0,0,3.8,1,45,synthetic,85.0,43.666666666666664
